Id,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_NoBasement,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_NoBasement,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_NoBasement,BsmtQual_TA,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_NoGarage,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_NoGarage,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_NoGarage,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,GrLivArea,HalfBath,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MiscFeature_Gar2,MiscFeature_NoMF,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_NoPool,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_AllPub,Utilities_NoSeWa,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1,-0.7939082549146131,1.1626276307420673,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.5793450616404145,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,True,False,False,-0.9437636063819144,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.9525202898702335,False,False,True,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,0.35252485766402053,0.31398753137743496,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.3725624392724963,1.2318510736669257,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.21036962204934387,False,False,True,False,False,False,False,True,True,False,False,-0.2059962509913122,False,False,False,False,True,-0.2198874993858099,False,False,False,True,-0.12061946263650407,0.07244111740876889,False,False,False,True,False,0.5095026525384841,False,True,False,False,False,-0.08796143575445228,-1.6000056194408327,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22074667591245511,-0.5207401390942005,0.6562474346483654,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,208500,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,0.912116315110044,-0.4575759464385001,True,False,-0.7529315942976512,1.0572497354546309,0.8835324035657035,0.1389853808821632
2,0.26099383577958896,-0.7947283490258443,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1.1768684154034859,-0.28962149759893,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8171893438255416,3.9358383262603125,False,False,True,False,False,-0.6406351292070079,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.6021556838099789,False,True,False,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,-0.05850198845066288,0.31398753137743496,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.47976708679081537,-0.7585898037169375,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.21036962204934387,False,False,False,True,False,False,False,True,True,False,False,-0.09087586965761728,False,False,True,False,False,0.4607911272863772,False,False,False,True,-0.12061946263650407,-0.8723864004350388,False,False,False,True,False,-0.5730967450582489,False,True,False,False,False,-0.08796143575445228,-0.48865657501352394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.702972548354154,2.1746009137917155,-0.0678704571195271,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,181500,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,-0.3178844035002474,0.4698650840194352,True,False,1.62358483727999,0.16261340373606836,-0.424339922229417,-0.613506364118327
3,-0.6276182701746404,1.190131461839509,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.09605411374381267,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,True,False,False,-0.30131220699629185,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6021556838099789,False,False,True,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,0.6327704345603956,0.31398753137743496,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.5171540553010939,1.2318510736669257,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.21036962204934387,False,False,True,False,False,False,False,True,True,False,False,0.07429685138637974,False,False,False,False,True,-0.08375177405137248,True,False,False,False,-0.12061946263650407,0.07244111740876889,False,False,False,True,False,0.32170479785333655,False,True,False,False,False,-0.08796143575445228,0.9931421508895546,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.06696914803943954,-0.5207401390942005,0.6562474346483654,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,223500,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,-0.3178844035002474,-0.31137834557813593,True,False,-0.7529315942976512,0.9909803775495521,0.8350926877955138,0.1389853808821632
4,-0.5210887487005954,0.9380130101129628,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.49707568594747137,-0.28962149759893,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,False,False,True,-0.061524008634052454,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4.093291337010671,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.6021556838099789,True,False,False,False,False,False,-1.022285124987928,False,False,False,False,False,False,True,0.7915762614683415,1.6500459126931482,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.3858800881172356,-0.7585898037169375,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.21036962204934387,False,False,True,False,False,False,False,True,True,False,False,-0.0958811036286475,True,False,False,False,False,-0.4467803749432056,True,False,False,False,-0.12061946263650407,0.3086479968697208,False,False,False,True,False,-0.5730967450582489,False,True,False,False,False,-0.08796143575445228,-1.6000056194408327,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.17296971475855863,-0.5207401390942005,0.6562474346483654,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,140000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,0.2971159558048983,-0.6860096977828192,True,False,-0.7529315942976512,-1.8586020123688323,-0.7149782168505548,-1.3659981091188174
5,-0.04300504257317374,1.618732829774637,-0.11670443137299093,1.3905315549385286,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.46730943280983867,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,True,False,False,-0.17463164937095782,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6021556838099789,False,False,True,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,1.6977036267666208,1.6500459126931482,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1.3009928158771753,1.2318510736669257,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.21036962204934387,False,False,True,False,False,False,False,True,True,False,False,0.3756119364423986,False,False,True,False,False,0.6423054277322938,True,False,False,False,-0.12061946263650407,0.07244111740876889,False,False,False,True,False,1.3601164649359172,False,True,False,False,False,-0.08796143575445228,2.1044911953168635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5690342522752749,-0.5207401390942005,1.380365326416258,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,250000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,1.5271166744151896,0.20259759494658194,True,False,0.7782467777255269,0.9578456985970129,0.7382132562551346,0.1389853808821632
6,-0.9498051156083376,0.5025356844034743,10.768832245024589,-2.2913321060392184,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6364612645736493,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,True,False,False,-1.1383087484493917,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.9525202898702335,False,False,False,False,False,True,-1.022285124987928,False,False,False,False,False,False,True,0.03491320384812881,0.31398753137743496,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.2895149604373976,1.2318510736669257,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.21036962204934387,False,False,False,True,False,False,False,True,True,False,False,0.36109675792641094,False,False,False,False,True,0.687684002843773,True,False,False,False,-0.12061946263650407,-0.16376576205218302,False,False,False,True,False,-0.5730967450582489,False,False,False,True,False,1.3191389248433552,1.3635918323653242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.2486844052722151,-0.5207401390942005,-0.7919883488874198,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,143000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,-0.9328847628053931,-0.5946361972450915,True,False,-0.4339361001261558,0.7259029459292374,0.4960146774041863,0.8914771258826535
7,1.3834512327744048,-0.7947283490258443,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.035808236437901,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,True,False,False,False,False,-0.5659840863206504,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6021556838099789,False,False,True,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,0.763551703778704,0.31398753137743496,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.3421220990559495,-0.7585898037169375,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.21036962204934387,False,False,True,False,False,False,False,True,True,False,False,-0.04242520481804482,False,False,False,False,True,0.23389825172898152,False,False,False,True,-0.12061946263650407,-0.8723864004350388,False,False,False,True,False,0.45426798939579366,False,True,False,False,False,-0.08796143575445228,0.622692469413785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.16017492350152993,-0.5207401390942005,1.380365326416258,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,307000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,0.2971159558048983,1.438424189719348,True,False,1.2806646810456324,1.0903844144071702,0.9804118351060828,-0.613506364118327
8,-0.14173972101253254,1.4582938150395623,-0.11670443137299093,0.16324366794594636,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9154519481321421,-0.09175054947330806,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.11084600233846,-0.2418510749128502,False,False,True,False,False,-0.7944615206091993,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3.373009069212928,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.1568316574901916,False,True,False,False,False,False,0.7955282529011446,False,False,False,False,False,False,True,0.05359624230788715,0.31398753137743496,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1.095520519415484,1.2318510736669257,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.21036962204934387,False,False,False,True,False,False,False,True,True,False,False,-0.012594010350704751,True,False,False,False,False,-0.038373198939893334,True,False,False,False,-0.12061946263650407,0.07244111740876889,False,False,False,True,False,0.7525351703663222,False,False,False,True,False,0.6155887445444513,1.7340415138410938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.3861868246030307,0.37770687853443813,0.6562474346483654,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,200000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,0.2971159558048983,0.1157927694357407,True,False,1.1211669339598846,0.06320936687845032,-0.5696590695399859,0.8914771258826535
9,-0.36259360699530885,0.9288450664138157,-0.11670443137299093,-1.064044219046636,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.9715795257004987,-0.28962149759893,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.8171893438255416,-0.2418510749128502,False,False,False,False,True,0.8704829510380478,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2.996497883773199,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.1568316574901916,True,False,False,False,False,False,0.7955282529011446,False,False,True,False,False,False,False,-0.021135911531146204,0.31398753137743496,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.49432380013868377,-0.7585898037169375,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,4.3455456256163,False,False,False,True,False,False,False,True,True,False,False,-0.4392401540413201,False,False,False,False,True,-0.8551875509465179,False,False,False,True,-0.12061946263650407,-0.16376576205218302,False,False,False,False,True,-0.5730967450582489,False,True,False,False,False,-0.08796143575445228,-0.8591062564892935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.702972548354154,-0.5207401390942005,0.6562474346483654,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,129900,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,0.912116315110044,-0.23827954514795383,True,False,-0.035191732411786504,-1.3284471491282026,-1.6837725322543478,0.1389853808821632
10,-0.2196881513593948,-0.7947283490258443,-0.11670443137299093,-1.064044219046636,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.897877731844993,-0.28962149759893,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.11084600233846,-0.2418510749128502,False,False,False,False,True,-0.9663851345292955,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.35936268210264866,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2.1568316574901916,True,False,False,False,False,False,-1.022285124987928,False,False,False,False,False,False,True,-1.2495456902602569,-1.0220708499382782,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-0.8317335205446383,-0.7585898037169375,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.3455456256163,False,False,False,True,False,False,False,True,True,False,False,-0.30910407079453456,True,False,False,False,False,-0.900566126057997,False,False,False,True,-0.12061946263650407,3.1431305504011435,False,False,False,True,False,-0.5730967450582489,False,True,False,False,False,-0.08796143575445228,-1.9704553009166024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6424007959432289,0.37770687853443813,-0.7919883488874198,False,False,True,-0.06890546093063189,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,118000,False,False,False,False,False,False,False,False,True,-0.2711064533006743,False,True,-0.9328847628053931,-0.1491903821236694,True,False,-0.7529315942976512,-1.0633697175078878,-1.6837725322543478,0.1389853808821632
